Filename	Artist	Title	Chart Date	Peak Position	Weeks on Chart	Target Rank	Actual Rank	Sample ID#
TinaTurner_WhatsLoveGotToDoWithIt_1984	Tina Turner	What's Love Got To Do With It	1984/09/29	1	28	7	6	150
TinaTurner_WhatYouGetIsWhatYouSee_1987	Tina Turner	What You Get Is What You See	1987/03/07	13	14	33	32	1104
ToddRundgren_ADreamGoesOnForever_1974	Todd Rundgren	A Dream Goes On Forever	1974/05/11	69	6	77	78	895
ToddRundgren_CanWeStillBeFriends_1978	Todd Rundgren	Can We Still Be Friends	1978/09/02	29	15	91	93	1076
TomJones_ShesALady_1971	Tom Jones	She's A Lady	1971/02/20, 1971/04/17	2, 2	14, 14	22,  4	24,  4	210, 260
TommyJames_CrystalBluePersuasion_1969	Tommy James	Crystal Blue Persuasion	1969/07/05	2	15	8	7	528
TommyJames_MonyMony_1968	Tommy James	Mony Mony	1968/05/25	3	17	13	12	928
TomTHall_ILove_1973	Tom T. Hall	I Love	1973/12/29	12	16	58	57	606
TomTHall_TheYearThatClaytonDelaneyDied_1971	Tom T. Hall	The Year That Clayton Delaney Died	1971/10/23	42	12	40	42	1194
TracieSpencer_ThisHouse_1990	Tracie Spencer	This House	1990/12/22	3	23	87	89	530
TracyChapman_BabyCanIHoldYou_1989	Tracy Chapman	Baby Can I Hold You	1989/01/14	48	12	52	52	747
U2_WithOrWithoutYou_1987	U2	With Or Without You	1987/06/27	1	18	38	38	681
UB40_RedRedWine_1984	UB40	Red Red Wine	1984/04/07	1	40	33	34	83
UB40_TheWayYouDoTheThingsYouDo_1990	UB40	The Way You Do The Things You Do	1990/09/29, 1990/10/06	6, 6	25, 25	79, 60	79, 61	139, 885
UrbanDanceSquad_DeeperShadeOfSoul_1991	Urban Dance Squad	Deeper Shade Of Soul	1991/02/16	21	18	27	28	339
VanHalen_WhenItsLove_1988	Van Halen	When It's Love	1988/07/30	29	2	30	29	1281
VillagePeople_InTheNavy_1979	Village People	In The Navy	1979/05/12	3	18	4	5	306
WangChung_DanceHallDays_1984	Wang Chung	Dance Hall Days	1984/08/25	16	22	69	71	886
WaylonJennings_AreYouSureHankDoneItThisWay_1975	Waylon Jennings	Are You Sure Hank Done It This Way	1975/10/11	60	9	71	70	1139
WaylonJennings_ThemeFromTheDukesOfHazzard_1980	Waylon Jennings	Theme From The Dukes Of Hazzard (Good Ol' Boys)	1980/09/20	21	23	87	86	802
Wednesday_LastKiss_1974	Wednesday	Last Kiss	1974/03/02, 1974/02/09	34, 34	18, 18	35, 42	34, 43	263, 362
Wham_WakeMeUpBeforeYouGoGo_1984	Wham!	Wake Me Up Before You Go-Go	1984/10/27	1	24	6	6	542
Whitesnake_HereIGoAgain_1987	Whitesnake	Here I Go Again	1987/09/26	1	28	1	2	300
WildCherry_PlayThatFunkyMusic_1976	Wild Cherry	Play That Funky Music	1976/07/24	1	25	47	47	1014
WillieMitchell_2075_1964	Willie Mitchell	20-75	1964/10/31	31	10	40	40	1247
WillieNelson_BlueEyesCryingInTheRain_1975	Willie Nelson	Blue Eyes Crying In The Rain	1975/11/01	21	18	28	29	126
WilsonPhillips_HoldOn_1990	Wilson Phillips	Hold On	1990/04/14, 1990/03/31, 1990/05/26	1, 1, 1	25, 25, 25	23, 44,  4	25, 43,  4	385, 628, 911
WilsonPickett_DontKnockMyLovePt1_1971	Wilson Pickett	Don't Knock My Love - Pt. 1	1971/06/05	13	12	20	20	677
WilsonPickett_IFoundATrueLove_1968	Wilson Pickett	I Found A True Love	1968/10/05	42	7	50	49	943
WilsonPickett_ImInLove_1967	Wilson Pickett	I'm In Love	1967/12/02	45	10	83	82	1221
WilsonPickett_InTheMidnightHour_1965	Wilson Pickett	In The Midnight Hour	1965/07/10	21	12	85	83	1018
WilsonPickett_SoulDanceNumberThree_1967	Wilson Pickett	Soul Dance Number Three	1967/07/01	55	5	60	60	1021
Yaz_Situation_1982	Yaz	Situation	1982/10/16	73	8	74	73	594
YoungMC_BustAMove_1990	Young MC	Bust A Move	1990/04/07	7	39	76	74	1106
YvonneElliman_IfICantHaveYou_1978	Yvonne Elliman	If I Can't Have You	1978/03/04	1	22	30	29	34
ZZTop_LaGrange_1974	ZZ Top	La Grange	1974/06/29	41	19	43	41	140
